timestamp,ver,AdSize,Country,AdType,Exchange,Impressions,Clicks,Bids_Lost,Bids_Failures
1513184400,AD200,Small,USA,Display,DoubleClick,8745.7236,28472.5763,2978.2827,3128.1165
1513188000,AD200,Small,USA,Display,DoubleClick,8837.5925,29137.6919,2939.7852,3225.4507
1513191600,AD200,Small,USA,Display,DoubleClick,8701.3479,27945.5305,2985.689,3238.4877
1513195200,AD200,Small,USA,Display,DoubleClick,8636.8916,28545.6659,3060.6148,3153.7169
1513198800,AD200,Small,USA,Display,DoubleClick,8633.881,28479.3413,2953.4173,3157.068
1513202400,AD200,Small,USA,Display,DoubleClick,8448.5919,27091.8697,3202.3826,2944.5686
1513206000,AD200,Small,USA,Display,DoubleClick,7971.606,26702.6043,3029.6721,2838.9248
1513209600,AD200,Small,USA,Display,DoubleClick,7582.0925,24975.0592,3033.1212,2758.0695
1513213200,AD200,Small,USA,Display,DoubleClick,7278.6222,23396.1949,3012.5671,2620.6628
1513216800,AD200,Small,USA,Display,DoubleClick,7228.4045,22836.8453,3013.9573,2589.8797
1513220400,AD200,Small,USA,Display,DoubleClick,6856.6853,22673.9106,3023.8534,2486.2314
1513224000,AD200,Small,USA,Display,DoubleClick,7094.3727,22740.288,3022.8181,2620.935
1513227600,AD200,Small,USA,Display,DoubleClick,7139.1913,23673.0462,2966.3486,2623.6601
1513231200,AD200,Small,USA,Display,DoubleClick,7294.9392,23348.9769,3008.8377,2637.9399
1513234800,AD200,Small,USA,Display,DoubleClick,7252.8635,24823.3654,3018.0434,2745.5408
1513238400,AD200,Small,USA,Display,DoubleClick,7731.0394,24710.414,2965.2747,2737.6663
1513242000,AD200,Small,USA,Display,DoubleClick,7726.4105,25229.691,2972.7499,2794.1133
1513245600,AD200,Small,USA,Display,DoubleClick,7660.49,25645.7589,3075.8725,2885.5927
1513249200,AD200,Small,USA,Display,DoubleClick,7811.398,25444.7491,2957.1388,2869.9177
1513252800,AD200,Small,USA,Display,DoubleClick,8126.0288,26304.0878,2999.868,2980.5101
1513256400,AD200,Small,USA,Display,DoubleClick,8148.6728,26893.7172,3012.0634,2935.6428
1513260000,AD200,Small,USA,Display,DoubleClick,8471.288,26320.5875,3035.8962,3010.8372
1513263600,AD200,Small,USA,Display,DoubleClick,8366.7486,27723.4908,2909.4627,3022.0271
1513267200,AD200,Small,USA,Display,DoubleClick,8602.4036,28210.3541,2962.8087,3081.0147
1513270800,AD200,Small,USA,Display,DoubleClick,8633.943,28675.1381,3037.0781,3127.67
1513274400,AD200,Small,USA,Display,DoubleClick,8583.9943,28971.5546,3025.6537,3200.6934
1513278000,AD200,Small,USA,Display,DoubleClick,8651.2931,29065.813,3096.0699,3192.9928
1513281600,AD200,Small,USA,Display,DoubleClick,8733.6102,28674.6499,3029.166,3120.8362
1513285200,AD200,Small,USA,Display,DoubleClick,8723.37,27653.7769,3031.5224,3108.4448
1513288800,AD200,Small,USA,Display,DoubleClick,8525.0514,26835.1402,3044.6241,2986.5375
1513292400,AD200,Small,USA,Display,DoubleClick,7967.3792,25685.5058,3057.7564,2927.6917
1513296000,AD200,Small,USA,Display,DoubleClick,6520.8182,21085.6495,3066.0667,2302.5141
1513299600,AD200,Small,USA,Display,DoubleClick,6230.0583,19753.0114,2990.8733,2224.0139
1513303200,AD200,Small,USA,Display,DoubleClick,6149.7694,20122.1719,2956.7138,2171.064
1513306800,AD200,Small,USA,Display,DoubleClick,5969.7113,19318.5318,3048.7259,2168.1787
1513310400,AD200,Small,USA,Display,DoubleClick,5706.8493,18574.7298,3019.8914,2178.4504
1513314000,AD200,Small,USA,Display,DoubleClick,5993.5339,19825.04,3013.6753,2228.0952
1513317600,AD200,Small,USA,Display,DoubleClick,6033.0165,20043.7279,3009.974,2280.4311
1513321200,AD200,Small,USA,Display,DoubleClick,6323.9005,20304.2628,3006.1231,2294.604
1513324800,AD200,Small,USA,Display,DoubleClick,6433.0238,21044.0446,3003.1128,2336.0926
1513328400,AD200,Small,USA,Display,DoubleClick,6592.0756,21162.8443,2970.1756,2386.6202
1513332000,AD200,Small,USA,Display,DoubleClick,6564.4299,21844.2441,3004.1683,2418.5954
1513335600,AD200,Small,USA,Display,DoubleClick,6855.4383,21975.0136,2939.0061,2491.6511
1513339200,AD200,Small,USA,Display,DoubleClick,6971.8044,22962.1261,3007.1269,2501.8312
1513342800,AD200,Small,USA,Display,DoubleClick,7208.7431,23267.901,2982.5083,2541.5384
1513346400,AD200,Small,USA,Display,DoubleClick,7170.2887,23434.1599,3064.5619,2640.5912
1513350000,AD200,Small,USA,Display,DoubleClick,7360.7152,23680.4455,3025.1721,2596.8802
1513353600,AD200,Small,USA,Display,DoubleClick,7611.4827,24689.4015,3069.6577,2739.0713
1513357200,AD200,Small,USA,Display,DoubleClick,7496.4884,24848.736,2950.3645,2772.1561
1513360800,AD200,Small,USA,Display,DoubleClick,7610.4646,25122.0634,3029.4703,2809.2729
1513364400,AD200,Small,USA,Display,DoubleClick,7853.3404,24979.1756,3096.0464,2791.2409
1513368000,AD200,Small,USA,Display,DoubleClick,7619.4621,24520.8272,3021.7795,2812.0621
1513371600,AD200,Small,USA,Display,DoubleClick,7419.43,25047.0554,3004.7742,2675.5006
1513375200,AD200,Small,USA,Display,DoubleClick,7291.7826,23352.1328,3074.3985,2572.3997
1513378800,AD200,Small,USA,Display,DoubleClick,6824.7034,22121.5559,2996.5778,2436.8549
1513382400,AD200,Small,USA,Display,DoubleClick,6601.234,20883.4729,3017.2745,2315.3049
1513386000,AD200,Small,USA,Display,DoubleClick,6153.5598,19965.1703,2934.5268,2181.3754
1513389600,AD200,Small,USA,Display,DoubleClick,6048.8203,19667.6578,2972.4439,2164.4061
1513393200,AD200,Small,USA,Display,DoubleClick,5915.4136,19000.4425,3033.152,2178.6582
1513396800,AD200,Small,USA,Display,DoubleClick,5853.1726,19934.7622,2965.1496,2166.3135
1513400400,AD200,Small,USA,Display,DoubleClick,6017.4486,20320.3253,3009.0682,2202.636
1513404000,AD200,Small,USA,Display,DoubleClick,6083.8087,20135.1357,3003.8611,2263.632
1513407600,AD200,Small,USA,Display,DoubleClick,6356.3185,20615.8967,2951.7852,2271.7713
1513411200,AD200,Small,USA,Display,DoubleClick,6577.437,21145.7426,2979.4121,2299.3648
1513414800,AD200,Small,USA,Display,DoubleClick,6609.8792,21581.1885,2920.7837,2318.9537
1513418400,AD200,Small,USA,Display,DoubleClick,6644.1475,21512.0546,3056.4952,2414.9918
1513422000,AD200,Small,USA,Display,DoubleClick,6782.1353,22541.8138,3042.2341,2548.0741
1513425600,AD200,Small,USA,Display,DoubleClick,6813.1477,22600.9995,3054.6268,2489.2561
1513429200,AD200,Small,USA,Display,DoubleClick,7052.0623,23543.9544,2992.2567,2436.9675
1513432800,AD200,Small,USA,Display,DoubleClick,7135.8652,23626.5093,3012.2597,2581.6307
1513436400,AD200,Small,USA,Display,DoubleClick,7088.3767,24400.9606,3091.9634,2632.5109
1513440000,AD200,Small,USA,Display,DoubleClick,7473.7013,24358.1534,3102.6983,2679.536
1513443600,AD200,Small,USA,Display,DoubleClick,7557.205,24848.6734,3069.4088,2726.8149
1513447200,AD200,Small,USA,Display,DoubleClick,7765.113,24797.1035,2996.7245,2702.5607
1513450800,AD200,Small,USA,Display,DoubleClick,7831.7914,25549.1201,3071.7221,2768.1915
1513454400,AD200,Small,USA,Display,DoubleClick,7785.3422,24842.5787,3044.4577,2761.5656
1513458000,AD200,Small,USA,Display,DoubleClick,7286.6988,24324.1853,3013.8792,2715.3387
1513461600,AD200,Small,USA,Display,DoubleClick,7340.2037,23563.5512,3080.9606,2576.8603
1513465200,AD200,Small,USA,Display,DoubleClick,6718.8394,21888.7351,3015.4025,2511.2956
1513468800,AD200,Small,USA,Display,DoubleClick,7547.8448,24240.0146,3023.5003,2737.2474
1513472400,AD200,Small,USA,Display,DoubleClick,7209.9863,23705.9529,2921.5139,2728.7575
1513476000,AD200,Small,USA,Display,DoubleClick,7139.2805,23579.4761,2974.9244,2595.8126
1513479600,AD200,Small,USA,Display,DoubleClick,6965.6779,22997.9747,3019.5337,2504.3589
1513483200,AD200,Small,USA,Display,DoubleClick,7239.9116,23256.39,3091.4309,2586.0055
1513486800,AD200,Small,USA,Display,DoubleClick,7161.5716,23303.9652,2978.475,2593.6549
1513490400,AD200,Small,USA,Display,DoubleClick,7302.4683,23211.6243,3034.8707,2704.4706
1513494000,AD200,Small,USA,Display,DoubleClick,7436.6108,24742.8108,2974.8899,2653.815
1513497600,AD200,Small,USA,Display,DoubleClick,7478.7738,25004.159,3130.1471,2725.9552
1513501200,AD200,Small,USA,Display,DoubleClick,7570.3643,24874.7276,3004.7844,2759.8842
1513504800,AD200,Small,USA,Display,DoubleClick,7738.6369,25233.7375,3079.4765,2836.4461
1513508400,AD200,Small,USA,Display,DoubleClick,8131.7362,26581.8048,3096.1676,2900.276
1513512000,AD200,Small,USA,Display,DoubleClick,7950.4819,26202.502,3043.4897,2936.7037
1513515600,AD200,Small,USA,Display,DoubleClick,8021.598,26728.6877,3037.3529,2942.6265
1513519200,AD200,Small,USA,Display,DoubleClick,8138.5031,27193.9943,3045.846,3030.6684
1513522800,AD200,Small,USA,Display,DoubleClick,8445.539,27555.9299,2933.488,3077.1345
1513526400,AD200,Small,USA,Display,DoubleClick,8535.4468,28212.9213,2995.3164,3142.6691
1513530000,AD200,Small,USA,Display,DoubleClick,8841.2833,28051.9712,3144.5597,3162.1688
1513533600,AD200,Small,USA,Display,DoubleClick,8580.5475,28632.0077,3019.4103,3227.3986
1513537200,AD200,Small,USA,Display,DoubleClick,8963.5814,28089.7449,2930.8632,3231.6386
1513540800,AD200,Small,USA,Display,DoubleClick,8829.687,27969.3619,3036.1154,3111.9792
1513544400,AD200,Small,USA,Display,DoubleClick,8513.7968,28433.7861,3010.6578,3100.8612
1513548000,AD200,Small,USA,Display,DoubleClick,8131.5386,27548.5277,3080.2567,3040.3276
1513551600,AD200,Small,USA,Display,DoubleClick,7880.2146,25581.2105,3086.9277,2907.1815
1513555200,AD200,Small,USA,Display,DoubleClick,7336.2529,24471.9156,2993.7151,2721.7775
1513558800,AD200,Small,USA,Display,DoubleClick,7245.0849,23799.0386,3078.6468,2692.9874
1513562400,AD200,Small,USA,Display,DoubleClick,6885.3736,23748.8382,2944.6186,2529.9662
1513566000,AD200,Small,USA,Display,DoubleClick,6980.9044,23808.451,3121.2757,2544.3598
1513569600,AD200,Small,USA,Display,DoubleClick,6846.5314,22806.2826,2950.8321,2547.6153
1513573200,AD200,Small,USA,Display,DoubleClick,7200.4254,23883.4393,2939.8466,2604.4692
1513576800,AD200,Small,USA,Display,DoubleClick,7331.413,23319.5524,2982.622,2597.5923
1513580400,AD200,Small,USA,Display,DoubleClick,7423.2614,24181.7747,3042.6599,2759.5846
1513584000,AD200,Small,USA,Display,DoubleClick,7546.4225,24540.5398,3075.6864,2719.8579
1513587600,AD200,Small,USA,Display,DoubleClick,7726.8736,24729.2618,3022.5261,2792.7123
1513591200,AD200,Small,USA,Display,DoubleClick,7918.3691,26383.5137,3000.3735,2861.4571
1513594800,AD200,Small,USA,Display,DoubleClick,7931.6517,25708.9429,3095.5122,2900.0255
1513598400,AD200,Small,USA,Display,DoubleClick,8022.2917,26271.2728,2936.5324,2891.8721
1513602000,AD200,Small,USA,Display,DoubleClick,8291.0258,27079.5661,3042.1501,2997.9072
1513605600,AD200,Small,USA,Display,DoubleClick,8309.6899,26901.089,2970.4291,2950.6504
1513609200,AD200,Small,USA,Display,DoubleClick,8666.716,27446.7902,2994.8711,3040.9056
1513612800,AD200,Small,USA,Display,DoubleClick,8380.6335,27532.0203,3037.9187,3112.8166
1513616400,AD200,Small,USA,Display,DoubleClick,8770.8104,28621.1239,2967.7195,3161.5108
1513620000,AD200,Small,USA,Display,DoubleClick,8941.0815,28635.5349,3083.9253,3236.996
1513623600,AD200,Small,USA,Display,DoubleClick,8830.6768,28482.9973,3049.6787,3235.6147
1513627200,AD200,Small,USA,Display,DoubleClick,8947.6492,28406.8926,3108.4025,3249.5892
1513630800,AD200,Small,USA,Display,DoubleClick,8665.2263,28536.4689,3049.3072,3238.4966
1513634400,AD200,Small,USA,Display,DoubleClick,8126.9483,27699.269,3019.2663,3063.4363
1513638000,AD200,Small,USA,Display,DoubleClick,7948.7147,25480.0686,3116.6902,2941.9788
1513641600,AD200,Small,USA,Display,DoubleClick,7664.8898,25245.4386,2954.2841,2784.979
1513645200,AD200,Small,USA,Display,DoubleClick,7263.4844,23795.0906,2877.9511,2630.0363
1513648800,AD200,Small,USA,Display,DoubleClick,7140.717,23623.1182,2931.0843,2592.7509
1513652400,AD200,Small,USA,Display,DoubleClick,6930.889,22642.1655,2984.2632,2546.0914
1513656000,AD200,Small,USA,Display,DoubleClick,7009.8895,22721.109,2938.751,2602.3204
1513659600,AD200,Small,USA,Display,DoubleClick,7185.7952,23471.3856,3011.7457,2595.3465
1513663200,AD200,Small,USA,Display,DoubleClick,7403.5309,23848.0012,3063.0772,2666.5505
1513666800,AD200,Small,USA,Display,DoubleClick,7686.3889,24450.3076,3025.059,2709.831
1513670400,AD200,Small,USA,Display,DoubleClick,7529.967,25085.06,3008.3924,2750.7847
1513674000,AD200,Small,USA,Display,DoubleClick,7759.9794,24859.1144,2899.8643,2802.5839
1513677600,AD200,Small,USA,Display,DoubleClick,7756.2701,24764.0846,3018.261,2850.0315
1513681200,AD200,Small,USA,Display,DoubleClick,7937.117,26049.6402,2994.0771,2899.7363
1513684800,AD200,Small,USA,Display,DoubleClick,8134.4199,26863.246,3061.1854,2935.55
1513688400,AD200,Small,USA,Display,DoubleClick,8260.2851,26750.469,2946.1653,2821.3993
1513692000,AD200,Small,USA,Display,DoubleClick,8335.7427,27660.5269,3047.3722,2988.1025
1513695600,AD200,Small,USA,Display,DoubleClick,8507.738,27416.2597,2931.5476,3072.9455
1513699200,AD200,Small,USA,Display,DoubleClick,8592.9266,28174.1854,3081.7832,3144.9508
1513702800,AD200,Small,USA,Display,DoubleClick,8742.3891,27939.3948,2964.9952,3199.6867
1513706400,AD200,Small,USA,Display,DoubleClick,8763.0468,29068.5913,3003.2402,3205.1894
1513710000,AD200,Small,USA,Display,DoubleClick,8726.6517,28671.8261,3030.0731,3222.3114
1513713600,AD200,Small,USA,Display,DoubleClick,8635.906,28829.919,3034.1291,3247.1944
1513717200,AD200,Small,USA,Display,DoubleClick,8708.2784,27628.4097,3052.4425,3131.33
1513720800,AD200,Small,USA,Display,DoubleClick,8239.2128,27092.7127,3014.7556,3016.0389
1513724400,AD200,Small,USA,Display,DoubleClick,7936.7639,26212.6923,2904.5689,2869.2098
1513728000,AD200,Small,USA,Display,DoubleClick,7337.767,24786.1449,2981.8133,2841.286
1513731600,AD200,Small,USA,Display,DoubleClick,7183.6421,23680.8927,2913.0191,2742.8046
1513735200,AD200,Small,USA,Display,DoubleClick,7119.2284,23430.3439,2954.8409,2625.2404
1513738800,AD200,Small,USA,Display,DoubleClick,7000.053,23073.2873,3142.6787,2554.1828
1513742400,AD200,Small,USA,Display,DoubleClick,7059.5344,22916.1914,2847.0053,2549.5497
1513746000,AD200,Small,USA,Display,DoubleClick,7093.7631,23468.3033,2951.4181,2644.329
1513749600,AD200,Small,USA,Display,DoubleClick,7213.6937,23751.6964,3100.1467,2656.9568
1513753200,AD200,Small,USA,Display,DoubleClick,7580.377,23937.4347,2845.6388,2758.1634
1513756800,AD200,Small,USA,Display,DoubleClick,7744.1153,24738.9208,3033.6794,2754.7375
1513760400,AD200,Small,USA,Display,DoubleClick,7676.0933,24705.4304,2985.346,2804.7696
1513764000,AD200,Small,USA,Display,DoubleClick,7889.1924,24945.5657,3069.5406,2854.9239
1513767600,AD200,Small,USA,Display,DoubleClick,7908.7394,25725.152,3094.6168,2849.7589
1513771200,AD200,Small,USA,Display,DoubleClick,8121.629,27017.1197,3035.534,3003.469
1513774800,AD200,Small,USA,Display,DoubleClick,8026.5389,26018.912,2940.6019,2989.9808
1513778400,AD200,Small,USA,Display,DoubleClick,8382.291,27187.5389,3067.2015,3049.2808
1513782000,AD200,Small,USA,Display,DoubleClick,8459.2097,26768.1418,2936.2207,3026.0594
1513785600,AD200,Small,USA,Display,DoubleClick,8576.8527,27425.0986,3013.5614,3086.9365
1513789200,AD200,Small,USA,Display,DoubleClick,8662.3172,27989.0646,3037.6403,3105.827
1513792800,AD200,Small,USA,Display,DoubleClick,8842.3205,28426.3265,2886.8304,3177.4443
1513796400,AD200,Small,USA,Display,DoubleClick,8589.5213,28917.9174,3110.8622,3219.2264
1513800000,AD200,Small,USA,Display,DoubleClick,8600.8918,28434.1339,2989.938,3164.1638
1513803600,AD200,Small,USA,Display,DoubleClick,8581.0338,28634.0649,3128.4672,3075.4309
1513807200,AD200,Small,USA,Display,DoubleClick,8378.375,27067.7177,3112.4959,3077.3306
1513810800,AD200,Small,USA,Display,DoubleClick,8057.1818,26114.2622,3091.7532,2910.2829
1513814400,AD200,Small,USA,Display,DoubleClick,7534.9233,24908.6603,2988.3838,2751.0023
1513818000,AD200,Small,USA,Display,DoubleClick,7416.2968,23561.4393,3059.1341,2634.9429
1513821600,AD200,Small,USA,Display,DoubleClick,7042.2311,23271.3323,3018.4395,2598.7545
1513825200,AD200,Small,USA,Display,DoubleClick,7069.0949,23395.3436,3099.6534,2558.9352
1513828800,AD200,Small,USA,Display,DoubleClick,7070.3719,22690.4211,3025.0765,2579.5595
1513832400,AD200,Small,USA,Display,DoubleClick,7021.6507,23206.9751,2956.8705,2617.6106
1513836000,AD200,Small,USA,Display,DoubleClick,7413.6448,23464.6482,2984.9964,2644.5252
1513839600,AD200,Small,USA,Display,DoubleClick,7585.4628,23781.5295,2985.3885,2715.0825
1513843200,AD200,Small,USA,Display,DoubleClick,7475.0778,24556.3868,3115.8945,2694.952
1513846800,AD200,Small,USA,Display,DoubleClick,7868.8767,25117.7114,3082.5118,2858.3073
1513850400,AD200,Small,USA,Display,DoubleClick,8046.3808,25602.4117,3092.1647,2815.4233
1513854000,AD200,Small,USA,Display,DoubleClick,7728.299,25901.5649,3066.0283,2829.8401
1513857600,AD200,Small,USA,Display,DoubleClick,8148.594,25658.3526,2909.6633,2898.7629
1513861200,AD200,Small,USA,Display,DoubleClick,8393.3923,26529.4397,2874.2907,2995.2819
1513864800,AD200,Small,USA,Display,DoubleClick,8159.1095,27474.4635,3097.0196,3053.6051
1513868400,AD200,Small,USA,Display,DoubleClick,8497.3407,27484,2914.6393,3039.8882
1513872000,AD200,Small,USA,Display,DoubleClick,8655.0985,27929.4884,3045.0901,3097.5796
1513875600,AD200,Small,USA,Display,DoubleClick,8872.9759,28663.0124,2979.547,3122.1942
1513879200,AD200,Small,USA,Display,DoubleClick,8819.9822,28377.6086,2977.4843,3176.8885
1513882800,AD200,Small,USA,Display,DoubleClick,8945.7648,28642.6339,3043.2294,3207.0918
1513886400,AD200,Small,USA,Display,DoubleClick,8585.9759,28288.5271,3053.4151,3130.5468
1513890000,AD200,Small,USA,Display,DoubleClick,8548.3925,28522.2534,3029.8473,3071.405
1513893600,AD200,Small,USA,Display,DoubleClick,8157.2912,26835.4515,3043.2705,3061.8733
