timestamp,ver,RideType,City,Device_Type,OS_Version,Ride_Cancellations,Rides_Completed,Ride_Request_WaitTime,Driver_Request_API_Errors
1513108800,RS200,Shared,Los_Angeles,Mobile,Android,10150.6266,14646.3515,3943.7335,2710.794
1513112400,RS200,Shared,Los_Angeles,Mobile,Android,9398.4497,14040.1483,3654.9343,2547.3742
1513116000,RS200,Shared,Los_Angeles,Mobile,Android,8708.7809,13469.3116,3309.4713,2376.2561
1513119600,RS200,Shared,Los_Angeles,Mobile,Android,7854.0116,13036.5338,3114.9169,2179.0246
1513123200,RS200,Shared,Los_Angeles,Mobile,Android,7608.576,12436.4421,2952.6284,2122.3565
1513126800,RS200,Shared,Los_Angeles,Mobile,Android,7463.6493,11992.3988,2857.4413,2028.5162
1513130400,RS200,Shared,Los_Angeles,Mobile,Android,7620.5049,11493.1385,2856.4613,2031.5513
1513134000,RS200,Shared,Los_Angeles,Mobile,Android,7586.0786,11333.588,3004.0283,2022.7963
1513137600,RS200,Shared,Los_Angeles,Mobile,Android,7717.5253,11226.474,2980.4659,2069.5687
1513141200,RS200,Shared,Los_Angeles,Mobile,Android,8053.5949,12021.2818,3088.4255,2197.938
1513144800,RS200,Shared,Los_Angeles,Mobile,Android,8494.2818,12049.1557,3166.1584,2288.4659
1513148400,RS200,Shared,Los_Angeles,Mobile,Android,8660.2716,11945.1958,3365.8379,2418.613
1513152000,RS200,Shared,Los_Angeles,Mobile,Android,9234.9485,12440.8462,3460.1609,2457.6461
1513155600,RS200,Shared,Los_Angeles,Mobile,Android,9615.5336,12445.2493,3649.7803,2659.4084
1513159200,RS200,Shared,Los_Angeles,Mobile,Android,9824.8134,12813.25,3804.5972,2688.2795
1513162800,RS200,Shared,Los_Angeles,Mobile,Android,9977.3931,12852.052,3952.5568,2788.3271
1513166400,RS200,Shared,Los_Angeles,Mobile,Android,10138.7517,13398.2353,3874.1071,2782.4773
1513170000,RS200,Shared,Los_Angeles,Mobile,Android,10414.9959,13448.3003,3900.9515,2773.6843
1513173600,RS200,Shared,Los_Angeles,Mobile,Android,10131.9065,13665.3844,3878.1932,2690.9901
1513177200,RS200,Shared,Los_Angeles,Mobile,Android,10349.9635,13972.2583,4062.4407,2839.4514
1513180800,RS200,Shared,Los_Angeles,Mobile,Android,10959.8927,13841.8944,4247.3713,2977.6849
1513184400,RS200,Shared,Los_Angeles,Mobile,Android,11007.9882,13833.7567,4251.5112,3001.4472
1513188000,RS200,Shared,Los_Angeles,Mobile,Android,10752.3136,14381.0659,4152.8278,2925.225
1513191600,RS200,Shared,Los_Angeles,Mobile,Android,10580.4342,14883.8526,4074.7439,2946.7087
1513195200,RS200,Shared,Los_Angeles,Mobile,Android,10063.0018,14321.5462,3819.4641,2741.0325
1513198800,RS200,Shared,Los_Angeles,Mobile,Android,9430.8863,14338.145,3654.5673,2539.8211
1513202400,RS200,Shared,Los_Angeles,Mobile,Android,8673.2486,13589.5946,3262.9415,2409.6875
1513206000,RS200,Shared,Los_Angeles,Mobile,Android,8004.5919,12924.7067,3124.324,2156.5863
1513209600,RS200,Shared,Los_Angeles,Mobile,Android,7673.8645,12147.8199,2910.9376,2098.7843
1513213200,RS200,Shared,Los_Angeles,Mobile,Android,7424.5959,11955.0067,2957.3264,2073.6613
1513216800,RS200,Shared,Los_Angeles,Mobile,Android,7850.6253,11735.0195,2971.3238,2071.4287
1513220400,RS200,Shared,Los_Angeles,Mobile,Android,7464.3277,11677.5115,2823.7233,2044.1916
1513224000,RS200,Shared,Los_Angeles,Mobile,Android,7578.5382,11567.4046,3010.1697,2083.828
1513227600,RS200,Shared,Los_Angeles,Mobile,Android,8110.0983,11625.6835,3025.5513,2223.2955
1513231200,RS200,Shared,Los_Angeles,Mobile,Android,8635.7354,11911.0485,3157.3603,2283.4304
1513234800,RS200,Shared,Los_Angeles,Mobile,Android,8498.8519,12299.8951,3365.1993,2395.2613
1513238400,RS200,Shared,Los_Angeles,Mobile,Android,9115.009,12225.8135,3484.6814,2510.5523
1513242000,RS200,Shared,Los_Angeles,Mobile,Android,9255.4302,12418.8089,3538.8443,2588.6512
1513245600,RS200,Shared,Los_Angeles,Mobile,Android,9817.6718,12538.0766,3759.5455,2671.6587
1513249200,RS200,Shared,Los_Angeles,Mobile,Android,10338.7934,12786.3199,3887.2844,2792.4388
1513252800,RS200,Shared,Los_Angeles,Mobile,Android,10169.8024,13275.6729,3825.4463,2728.1478
1513256400,RS200,Shared,Los_Angeles,Mobile,Android,10174.6685,13791.4565,3891.8354,2758.8285
1513260000,RS200,Shared,Los_Angeles,Mobile,Android,10181.4312,13846.3858,3898.5943,2724.1906
1513263600,RS200,Shared,Los_Angeles,Mobile,Android,10584.1322,13870.4999,4077.7143,2820.4015
1513267200,RS200,Shared,Los_Angeles,Mobile,Android,10699.9476,13919.4855,4161.076,3001.7659
1513270800,RS200,Shared,Los_Angeles,Mobile,Android,11007.1095,14484.7546,4242.7555,2999.9691
1513274400,RS200,Shared,Los_Angeles,Mobile,Android,10882.9894,14567.4305,4219.504,2980.9778
1513278000,RS200,Shared,Los_Angeles,Mobile,Android,10523.1194,14292.6031,4081.8229,2907.302
1513281600,RS200,Shared,Los_Angeles,Mobile,Android,9963.6678,14049.3122,3874.8648,2763.7513
1513285200,RS200,Shared,Los_Angeles,Mobile,Android,9551.5063,14338.6727,3588.4182,2551.0406
1513288800,RS200,Shared,Los_Angeles,Mobile,Android,8697.0448,13618.2326,3323.8302,2303.5776
1513292400,RS200,Shared,Los_Angeles,Mobile,Android,7860.2275,13254.4751,3002.2647,2196.9975
1513296000,RS200,Shared,Los_Angeles,Mobile,Android,7645.5602,10378.401,2933.3692,2098.1345
1513299600,RS200,Shared,Los_Angeles,Mobile,Android,7461.3214,9762.8066,2909.5492,2071.0313
1513303200,RS200,Shared,Los_Angeles,Mobile,Android,7555.1353,9882.9776,2926.9316,2073.1811
1513306800,RS200,Shared,Los_Angeles,Mobile,Android,7763.5869,9399.0911,2880.9007,2019.4091
1513310400,RS200,Shared,Los_Angeles,Mobile,Android,7504.8579,9687.9814,2940.8677,2092.6369
1513314000,RS200,Shared,Los_Angeles,Mobile,Android,8264.4694,9802.0193,3073.3576,2171.08
1513317600,RS200,Shared,Los_Angeles,Mobile,Android,8417.1384,9936.49,3217.6806,2248.5054
1513321200,RS200,Shared,Los_Angeles,Mobile,Android,8540.6182,10240.0288,3311.1226,2346.1841
1513324800,RS200,Shared,Los_Angeles,Mobile,Android,9222.1138,10365.8227,3487.1996,2475.582
1513328400,RS200,Shared,Los_Angeles,Mobile,Android,9351.837,11008.8995,3687.5059,2579.4045
1513332000,RS200,Shared,Los_Angeles,Mobile,Android,9902.7495,10935.7372,3738.8045,2669.2028
1513335600,RS200,Shared,Los_Angeles,Mobile,Android,10276.2636,11012.1215,3857.7785,2783.378
1513339200,RS200,Shared,Los_Angeles,Mobile,Android,10174.4039,11112.3963,3871.0551,2765.4832
1513342800,RS200,Shared,Los_Angeles,Mobile,Android,9982.7899,11246.6994,3924.9707,2774.3553
1513346400,RS200,Shared,Los_Angeles,Mobile,Android,10249.3998,11778.4541,3876.3432,2785.1141
1513350000,RS200,Shared,Los_Angeles,Mobile,Android,10376.6165,11987.4035,3994.299,2864.5159
1513353600,RS200,Shared,Los_Angeles,Mobile,Android,10749.8598,12382.0094,4267.9117,2919.0853
1513357200,RS200,Shared,Los_Angeles,Mobile,Android,10839.0166,12192.7716,4217.3716,3024.7074
1513360800,RS200,Shared,Los_Angeles,Mobile,Android,10946.4334,12854.3554,4159.2059,3025.4641
1513364400,RS200,Shared,Los_Angeles,Mobile,Android,10753.8155,12395.6022,4075.5237,2870.2323
1513368000,RS200,Shared,Los_Angeles,Mobile,Android,10103.0564,12530.411,3809.2264,2737.7841
1513371600,RS200,Shared,Los_Angeles,Mobile,Android,9550.303,12417.4409,3560.077,2524.297
1513375200,RS200,Shared,Los_Angeles,Mobile,Android,8655.0295,11892.6345,3257.4354,2364.8504
1513378800,RS200,Shared,Los_Angeles,Mobile,Android,8088.7868,11089.063,3109.2498,2131.2335
1513382400,RS200,Shared,Los_Angeles,Mobile,Android,7293.7747,10580.7064,2949.465,2078.6412
1513386000,RS200,Shared,Los_Angeles,Mobile,Android,7660.2734,10005.2224,2837.2502,2019.0116
1513389600,RS200,Shared,Los_Angeles,Mobile,Android,7744.9659,9617.2253,2917.3011,2059.2866
1513393200,RS200,Shared,Los_Angeles,Mobile,Android,7379.7876,9730.4392,2925.7309,2012.8306
1513396800,RS200,Shared,Los_Angeles,Mobile,Android,7644.0824,9791.4063,2949.653,2079.6877
1513400400,RS200,Shared,Los_Angeles,Mobile,Android,7931.4092,9668.8066,3110.8072,2203.3245
1513404000,RS200,Shared,Los_Angeles,Mobile,Android,8454.8464,9987.2235,3276.6977,2246.1499
1513407600,RS200,Shared,Los_Angeles,Mobile,Android,8706.8665,10175.5895,3398.5316,2389.3618
1513411200,RS200,Shared,Los_Angeles,Mobile,Android,9172.5792,10655.2315,3463.5207,2520.7111
1513414800,RS200,Shared,Los_Angeles,Mobile,Android,9334.46,11012.5629,3638.9527,2533.4639
1513418400,RS200,Shared,Los_Angeles,Mobile,Android,9684.4997,10881.8768,3784.7967,2659.9624
1513422000,RS200,Shared,Los_Angeles,Mobile,Android,10105.2418,11139.9472,3972.5253,2800.1155
1513425600,RS200,Shared,Los_Angeles,Mobile,Android,10630.8183,10910.2569,3924.9006,2837.8136
1513429200,RS200,Shared,Los_Angeles,Mobile,Android,10692.289,11387.7406,4144.0395,2875.0178
1513432800,RS200,Shared,Los_Angeles,Mobile,Android,10515.197,11949.4447,4064.1121,2886.7225
1513436400,RS200,Shared,Los_Angeles,Mobile,Android,10688.256,11931.0458,3985.7741,2840.3818
1513440000,RS200,Shared,Los_Angeles,Mobile,Android,10917.3568,11917.539,4109.0083,2976.3002
1513443600,RS200,Shared,Los_Angeles,Mobile,Android,11170.8027,12446.077,4190.6076,3055.4858
1513447200,RS200,Shared,Los_Angeles,Mobile,Android,10924.0009,12740.1899,4162.1159,2999.7159
1513450800,RS200,Shared,Los_Angeles,Mobile,Android,10629.1526,12784.9691,4120.472,2891.8602
1513454400,RS200,Shared,Los_Angeles,Mobile,Android,10024.5388,12330.5791,3804.1277,2770.269
1513458000,RS200,Shared,Los_Angeles,Mobile,Android,9395.1559,12014.168,3552.2227,2557.4337
1513461600,RS200,Shared,Los_Angeles,Mobile,Android,8611.7948,11675.6042,3325.3025,2291.599
1513465200,RS200,Shared,Los_Angeles,Mobile,Android,8016.1437,11299.2806,3100.7545,2167.069
1513468800,RS200,Shared,Los_Angeles,Mobile,Android,7549.8526,12337.2628,2868.7563,2106.6955
1513472400,RS200,Shared,Los_Angeles,Mobile,Android,7533.0953,11914.54,2899.0785,2058.7293
1513476000,RS200,Shared,Los_Angeles,Mobile,Android,7474.4438,11199.1753,2895.0442,2073.4773
1513479600,RS200,Shared,Los_Angeles,Mobile,Android,7506.9083,11211.5802,2884.9903,2050.8105
1513483200,RS200,Shared,Los_Angeles,Mobile,Android,7477.6867,11733.8066,2947.0531,2107.9895
1513486800,RS200,Shared,Los_Angeles,Mobile,Android,8013.2446,11584.3746,3119.9443,2154.3797
1513490400,RS200,Shared,Los_Angeles,Mobile,Android,8354.6262,11794.8467,3200.1762,2283.1235
1513494000,RS200,Shared,Los_Angeles,Mobile,Android,8691.723,12141.9743,3455.5119,2360.2356
1513497600,RS200,Shared,Los_Angeles,Mobile,Android,9029.6438,11938.1483,3462.2759,2479.9298
1513501200,RS200,Shared,Los_Angeles,Mobile,Android,9585.0072,12334.9647,3589.2408,2596.6664
1513504800,RS200,Shared,Los_Angeles,Mobile,Android,9908.4776,12786.4825,3694.2795,2708.7538
1513508400,RS200,Shared,Los_Angeles,Mobile,Android,10205.6358,13113.8668,3893.2227,2800.6426
1513512000,RS200,Shared,Los_Angeles,Mobile,Android,10095.2611,13166.7815,3822.4055,2830.5114
1513515600,RS200,Shared,Los_Angeles,Mobile,Android,10290.7315,13132.8486,3935.2172,2758.9356
1513519200,RS200,Shared,Los_Angeles,Mobile,Android,10031.0822,13684.8689,3878.0229,2750.6553
1513522800,RS200,Shared,Los_Angeles,Mobile,Android,10521.416,13769.7275,3987.6233,2875.0963
1513526400,RS200,Shared,Los_Angeles,Mobile,Android,10827.7165,14204.2203,4187.5681,2958.4088
1513530000,RS200,Shared,Los_Angeles,Mobile,Android,10960.3925,14334.078,4271.3218,3028.3454
1513533600,RS200,Shared,Los_Angeles,Mobile,Android,10734.4744,14422.4953,4286.8503,2985.4825
1513537200,RS200,Shared,Los_Angeles,Mobile,Android,10761.4834,14510.5411,4038.1189,2841.2718
1513540800,RS200,Shared,Los_Angeles,Mobile,Android,10098.1397,14231.0842,3841.8365,2796.3775
1513544400,RS200,Shared,Los_Angeles,Mobile,Android,9463.0796,14318.8639,3608.4983,2562.6347
1513548000,RS200,Shared,Los_Angeles,Mobile,Android,8836.8514,13504.0311,3333.2009,2396.0731
1513551600,RS200,Shared,Los_Angeles,Mobile,Android,7839.0521,13067.1656,3037.3227,2164.1816
1513555200,RS200,Shared,Los_Angeles,Mobile,Android,7578.0758,12696.2485,2944.4309,2114.6529
1513558800,RS200,Shared,Los_Angeles,Mobile,Android,7556.0973,12128.1246,2892.1744,1971.2483
1513562400,RS200,Shared,Los_Angeles,Mobile,Android,7568.765,11721.216,2966.9734,2097.4401
1513566000,RS200,Shared,Los_Angeles,Mobile,Android,7368.1728,11539.3509,2914.99,2000.5939
1513569600,RS200,Shared,Los_Angeles,Mobile,Android,7767.5434,11496.5633,2969.5281,2104.7563
1513573200,RS200,Shared,Los_Angeles,Mobile,Android,7877.9658,11815.7697,3020.751,2220.3363
1513576800,RS200,Shared,Los_Angeles,Mobile,Android,8280.0167,11824.1567,3226.1051,2243.6043
1513580400,RS200,Shared,Los_Angeles,Mobile,Android,8838.6421,12085.931,3365.4272,2448.4831
1513584000,RS200,Shared,Los_Angeles,Mobile,Android,9155.175,12306.6063,3466.1612,2457.2467
1513587600,RS200,Shared,Los_Angeles,Mobile,Android,9546.5046,12072.2943,3656.9604,2558.3804
1513591200,RS200,Shared,Los_Angeles,Mobile,Android,9838.5261,12602.773,3830.8106,2733.9508
1513594800,RS200,Shared,Los_Angeles,Mobile,Android,10193.6421,13013.7274,3880.9022,2796.3392
1513598400,RS200,Shared,Los_Angeles,Mobile,Android,10556.4894,12723.351,4114.0113,2823.3902
1513602000,RS200,Shared,Los_Angeles,Mobile,Android,10591.2371,13469.4181,3981.1123,2886.2967
1513605600,RS200,Shared,Los_Angeles,Mobile,Android,10591.1672,13508.7392,4060.9963,2898.2105
1513609200,RS200,Shared,Los_Angeles,Mobile,Android,10439.7011,13603.8806,4006.8454,2824.4661
1513612800,RS200,Shared,Los_Angeles,Mobile,Android,10985.1057,14015.6376,4136.7057,2954.1827
1513616400,RS200,Shared,Los_Angeles,Mobile,Android,11024.8497,14090.2103,4128.0908,2993.0642
1513620000,RS200,Shared,Los_Angeles,Mobile,Android,11031.0186,14314.5239,4225.7028,3031.8369
1513623600,RS200,Shared,Los_Angeles,Mobile,Android,10649.1397,14526.5534,4143.2859,2849.807
1513627200,RS200,Shared,Los_Angeles,Mobile,Android,9927.4501,14193.3965,3993.2742,2761.5186
1513630800,RS200,Shared,Los_Angeles,Mobile,Android,9377.2361,13926.3366,3596.9089,2536.4105
1513634400,RS200,Shared,Los_Angeles,Mobile,Android,8765.7557,13498.0433,3330.238,2408.5362
1513638000,RS200,Shared,Los_Angeles,Mobile,Android,8246.754,12739.072,3067.241,2140.2222
1513641600,RS200,Shared,Los_Angeles,Mobile,Android,7666.1732,12270.2538,2833.539,2104.9868
1513645200,RS200,Shared,Los_Angeles,Mobile,Android,7312.8221,11575.6558,2909.0764,2035.6009
1513648800,RS200,Shared,Los_Angeles,Mobile,Android,7592.3983,11822.4151,2913.3011,2100.0449
1513652400,RS200,Shared,Los_Angeles,Mobile,Android,7655.5974,11360.0402,2837.8741,2072.1618
1513656000,RS200,Shared,Los_Angeles,Mobile,Android,7577.9582,11430.5977,2987.6744,2131.3369
1513659600,RS200,Shared,Los_Angeles,Mobile,Android,7958.6728,11848.0905,3016.9282,2207.814
1513663200,RS200,Shared,Los_Angeles,Mobile,Android,8530.3831,12075.253,3213.037,2255.0584
1513666800,RS200,Shared,Los_Angeles,Mobile,Android,8682.7433,12274.4895,3424.6776,2381.5282
1513670400,RS200,Shared,Los_Angeles,Mobile,Android,9234.5635,12633.7706,3522.7744,2500.1448
1513674000,RS200,Shared,Los_Angeles,Mobile,Android,9685.9984,12662.1452,3607.2523,2555.2843
1513677600,RS200,Shared,Los_Angeles,Mobile,Android,9775.2089,12594.9799,3706.7138,2635.5249
1513681200,RS200,Shared,Los_Angeles,Mobile,Android,10419.9483,12757.2482,3949.4238,2726.8118
1513684800,RS200,Shared,Los_Angeles,Mobile,Android,10820.044,13078.8851,3995.6335,2910.3214
1513688400,RS200,Shared,Los_Angeles,Mobile,Android,10449.8292,13642.2492,3989.2914,2910.2287
1513692000,RS200,Shared,Los_Angeles,Mobile,Android,10804.7524,13806.3381,4018.5737,2863.222
1513695600,RS200,Shared,Los_Angeles,Mobile,Android,10465.2265,13690.6694,4092.01,2886.5029
1513699200,RS200,Shared,Los_Angeles,Mobile,Android,10682.5604,14069.8316,4132.1985,2959.9689
1513702800,RS200,Shared,Los_Angeles,Mobile,Android,10942.4015,14280.5055,4176.1666,3013.6479
1513706400,RS200,Shared,Los_Angeles,Mobile,Android,11015.8567,14486.8518,4127.9621,2966.898
1513710000,RS200,Shared,Los_Angeles,Mobile,Android,10509.825,14498.7553,4083.3929,2888.2935
1513713600,RS200,Shared,Los_Angeles,Mobile,Android,10341.8431,14459.6308,3916.2106,2766.1265
1513717200,RS200,Shared,Los_Angeles,Mobile,Android,9361.5594,13900.7749,3653.0271,2559.8937
1513720800,RS200,Shared,Los_Angeles,Mobile,Android,8635.8231,13694.4154,3383.4897,2356.9248
1513724400,RS200,Shared,Los_Angeles,Mobile,Android,7994.8202,12912.3428,3113.8786,2167.996
1513728000,RS200,Shared,Los_Angeles,Mobile,Android,7642.2102,12141.3765,2929.6796,2105.9877
1513731600,RS200,Shared,Los_Angeles,Mobile,Android,7544.1877,11638.3863,2801.4253,2043.9767
1513735200,RS200,Shared,Los_Angeles,Mobile,Android,7692.4638,11608.7865,2894.4824,2039.14
1513738800,RS200,Shared,Los_Angeles,Mobile,Android,7489.5554,11578.4759,2924.0903,2063.4681
1513742400,RS200,Shared,Los_Angeles,Mobile,Android,7751.6478,11625.0546,2907.1717,2123.6377
1513746000,RS200,Shared,Los_Angeles,Mobile,Android,8001.7578,11784.0291,3087.8093,2164.7156
1513749600,RS200,Shared,Los_Angeles,Mobile,Android,8347.2157,11760.3884,3240.1827,2295.9329
1513753200,RS200,Shared,Los_Angeles,Mobile,Android,8673.5078,12181.2531,3393.7106,2354.8747
1513756800,RS200,Shared,Los_Angeles,Mobile,Android,9149.8255,12469.4647,3461.4903,2449.4136
1513760400,RS200,Shared,Los_Angeles,Mobile,Android,9562.2955,12712.0474,3625.2453,2557.4367
1513764000,RS200,Shared,Los_Angeles,Mobile,Android,10080.3354,12853.0876,3789.8565,2712.7298
1513767600,RS200,Shared,Los_Angeles,Mobile,Android,10126.86,12927.3565,3920.4562,2746.105
1513771200,RS200,Shared,Los_Angeles,Mobile,Android,10333.8158,13276.7064,3910.7858,2793.8196
1513774800,RS200,Shared,Los_Angeles,Mobile,Android,10149.4165,13357.3707,3837.4109,2795.4444
1513778400,RS200,Shared,Los_Angeles,Mobile,Android,9927.1923,13785.5599,3835.4078,2739.6594
1513782000,RS200,Shared,Los_Angeles,Mobile,Android,10417.6341,13726.2778,4045.6995,2908.0617
1513785600,RS200,Shared,Los_Angeles,Mobile,Android,10791.5085,14195.1279,4143.9828,3009.5686
1513789200,RS200,Shared,Los_Angeles,Mobile,Android,11189.6978,14188.4669,4198.5436,2967.7011
1513792800,RS200,Shared,Los_Angeles,Mobile,Android,11101.2396,14325.7744,4188.4493,2952.7485
1513796400,RS200,Shared,Los_Angeles,Mobile,Android,10670.7476,14340.1771,4085.4037,2888.8711
1513800000,RS200,Shared,Los_Angeles,Mobile,Android,9971.0668,14568.2098,3864.5828,2735.8502
1513803600,RS200,Shared,Los_Angeles,Mobile,Android,9381.0884,14226.5529,3631.6419,2513.386
1513807200,RS200,Shared,Los_Angeles,Mobile,Android,8589.8619,13552.3226,3442.3178,2404.0695
1513810800,RS200,Shared,Los_Angeles,Mobile,Android,7933.7151,13013.5422,3037.4424,2179.7369
